,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,license,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
90,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,https://gitlab.com/WillDaSilva/markdown_grid_tables,,,,https://pypi.org/project/markdown-grid-tables,59592.0,59592.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,5,True,2.0,markdown_grid_tables,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,2022-02-09 02:39:55,7.0,3.0,1.0,1.0,0.0,2022-02-09 02:39:55.000000,,,,,,,
91,MkAutoDoc,,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,{},,,7.0,https://pypi.org/project/mkautodoc,20749.0,20749.0,,5,True,2.0,mkautodoc,BSD,,,,,,,,,,,,,,,,,
92,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,{},75.0,75.0,,,,,,5,True,2.0,,ISC,,,,,,,,,,,,,,,,,
93,rss,,rss,,Guts/mkdocs-rss-plugin,mkdocs-rss-plugin,['plugin'],blogging,{},,,20.0,https://pypi.org/project/mkdocs-rss-plugin,277115.0,277115.0,,5,True,3.0,,,,,,,,,,,,,,,,,,,
94,table-reader,,table-reader,,timvink/mkdocs-table-reader-plugin,mkdocs-table-reader-plugin,['plugin'],charts,{},,,9.0,https://pypi.org/project/mkdocs-table-reader-plugin,214939.0,214939.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
95,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,{},138.0,138.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,2459.0,2459.0,A MkDocs plugin that support mermaid graph in markdown file.,5,True,2.0,,,,,,,,,,,,,,,,,,,
96,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,{},53.0,53.0,4.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,1021.0,1021.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
97,markdownextradata,,markdownextradata,,rosscdh/mkdocs-markdownextradata-plugin,mkdocs-markdownextradata-plugin,['plugin'],code-exec-templating,{},1670.0,1670.0,12.0,https://pypi.org/project/mkdocs-markdownextradata-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
98,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,{},41.0,41.0,,https://pypi.org/project/mkdocs-markdown-filter,7216.0,7216.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
99,mkdocs-data-plugin,,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,{},5.0,5.0,,https://pypi.org/project/mkdocs-data-plugin,391.0,391.0,,5,True,2.0,,MIT,,,,,,,,,,,,,,,,,
100,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,{},,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,170590.0,170590.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
101,MkDocs asciinema-player,,asciinema-player,,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],integrations,{},23.0,23.0,7.0,https://pypi.org/project/mkdocs-asciinema-player,1282.0,1282.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
102,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/mkpatcher,1520.0,1520.0,,5,True,2.0,mkpatcher,,,,,,,,,,,,,,,,,,
103,exclude,,exclude,,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],nav-pages,{},3212.0,3212.0,,https://pypi.org/project/mkdocs-exclude,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
104,encryptcontent,,encryptcontent,,unverbuggt/mkdocs-encryptcontent-plugin,mkdocs-encryptcontent-plugin,['plugin'],nav-pages,{},1275.0,1275.0,7.0,https://pypi.org/project/mkdocs-encryptcontent-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
105,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,{},18.0,18.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,3355.0,3355.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
106,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-include-dir-to-nav,62964.0,62964.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
107,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,{},13.0,13.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,1636.0,1636.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
108,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,{},21.0,21.0,,https://pypi.org/project/mkdocs-code-validator,1264.0,1264.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
109,mktestdocs,,,,koaning/mktestdocs,mktestdocs,[],quality,{},,,6.0,https://pypi.org/project/mktestdocs,67729.0,67729.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
110,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,{},5.0,5.0,2.0,https://pypi.org/project/mkdocs-task-collector,187955.0,187955.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
111,mkpdfs,,mkpdfs,,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,{},66.0,66.0,9.0,https://pypi.org/project/mkpdfs-mkdocs,722.0,722.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
112,print-site,,print-site,,timvink/mkdocs-print-site-plugin,mkdocs-print-site-plugin,['plugin'],site-conversion,{},,,17.0,https://pypi.org/project/mkdocs-print-site-plugin,216516.0,216516.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
113,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,{},13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,1358.0,1358.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
114,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,{},56.0,56.0,2.0,https://pypi.org/project/mkdocs-no-sitemap-plugin,2323.0,2323.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
115,techdocs-core,,techdocs-core,,backstage/mkdocs-techdocs-core,mkdocs-techdocs-core,['plugin'],site-management,{},224.0,224.0,51.0,https://pypi.org/project/mkdocs-techdocs-core,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
116,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,{},12.0,12.0,5.0,https://pypi.org/project/mkdocs-swan,713.0,713.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
117,MkApi,,mkapi,,daizutabi/mkapi,mkapi,['plugin'],api-docs,{},271.0,271.0,6.0,https://pypi.org/project/mkapi,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
118,mkdocstrings-crystal,,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,{},,,3.0,https://pypi.org/project/mkdocstrings-crystal,16221.0,16221.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
119,mkdocs-material-adr,,mkdocs-material-adr/adr,,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],api-docs,{},12.0,12.0,2.0,https://pypi.org/project/mkdocs-material-adr,7918.0,7918.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
120,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,{},226.0,226.0,,https://pypi.org/project/mkdocs-blog-plugin,,,,4,True,3.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,,
121,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,{},81.0,81.0,3.0,https://pypi.org/project/mkdocs-newsletter,133.0,133.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
122,charts,,charts,,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,{},,,5.0,https://pypi.org/project/mkdocs-charts-plugin,26441.0,26441.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
123,drawio-exporter,,drawio-exporter,,LukeCarrier/mkdocs-drawio-exporter,mkdocs-drawio-exporter,['plugin'],charts,{},,,5.0,https://pypi.org/project/mkdocs-drawio-exporter,10487.0,10487.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
124,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,{},16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,209.0,209.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
125,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,{},13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,718.0,718.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
126,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,{},10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,1104.0,1104.0,,4,True,3.0,markdown_svgbob,,,,,,,,,,,,,,,,,,
127,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,17.0,17.0,2.0,https://pypi.org/project/oEmbedPy,811.0,811.0,MkDocs plugin to render rich contents from URL by oEmbed API.,4,True,3.0,,,,,,,,,,,,,,,,,,,
128,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,{},11.0,11.0,5.0,https://pypi.org/project/mkdocs-nbconvert,269.0,269.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
129,mknotebooks,,mknotebooks,,greenape/mknotebooks,mknotebooks,['plugin'],code-exec-templating,{},800.0,800.0,14.0,https://pypi.org/project/mknotebooks,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
130,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,{},,,2.0,https://pypi.org/project/mkdocs-protobuf,2752.0,2752.0,Mkdocs plugin to render protobuf messages.,4,True,3.0,,Apache-2,,,,,,,,,,,,,,,,,
131,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,{},,,8.0,https://pypi.org/project/termynal,34712.0,34712.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
132,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,{},28.0,28.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,744.0,744.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
133,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,{},,,5.0,https://pypi.org/project/mdx-gh-links,18493.0,18493.0,,4,True,3.0,mdx_gh_links,,,,,,,,,,,,,,,,,,
134,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,{},11.0,11.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,372.0,372.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
135,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://aiboy996.github.io/mkdocs-ai-summary/,4.0,4.0,,https://pypi.org/project/mkdocs-ai-summary,66.0,66.0,,4,True,3.0,,MIT,,,,,,,,,,,,,,,,,
136,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,{},35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,277.0,277.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
137,mkdocs-copy-to-llm,,copy-to-llm,,leonardocustodio/mkdocs-copy-to-llm,mkdocs-copy-to-llm,['plugin'],integrations,{},7.0,7.0,4.0,https://pypi.org/project/mkdocs-copy-to-llm,2767.0,2767.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
138,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,{},,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,11525.0,11525.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
139,autolinks,,autolinks,,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],links-refs,{},734.0,734.0,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
140,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,{},,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,32762.0,32762.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
141,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,{},38.0,38.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,4838.0,4838.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
142,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-breakless-lists,39333.0,39333.0,,4,True,2.0,mdx_breakless_lists,,,,,,,,,,,,,,,,,,
143,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,{},47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,226.0,226.0,,4,True,2.0,superscript,,,,,,,,,,,,,,,,,,
144,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,{},39.0,39.0,,https://pypi.org/project/markdown-emdash,547.0,547.0,,4,True,2.0,mdx_emdash,,,,,,,,,,,,,,,,,,
145,Markdown PyCon,,,,pawamoy/markdown-pycon,,['markdown'],markdown,{},11.0,11.0,,,,,,4,True,2.0,pycon,ISC,,,,,,,,,,,,,,,,,
146,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,{},55.0,55.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,500.0,500.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
147,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,{},11.0,11.0,,https://pypi.org/project/mkdocs-title-casing-plugin,638.0,638.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
148,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,{},19.0,19.0,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,1038.0,1038.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
149,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,{},,,6.0,https://pypi.org/project/mkdocs-exclude-search,50952.0,50952.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
150,markdown-docs,,,,ldeluigi/markdown-docs,,['project'],site-management,{},111.0,111.0,6.0,,,,Generates documentation based on Markdown files and PlantUML syntax.,4,True,2.0,,,,,,,,,,,,2026-08-01 08:45:49.893230,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-08-01 08:45:49.893230,49696.0,,
151,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,{},9.0,9.0,3.0,https://pypi.org/project/mkdocs-merge,3302.0,3302.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
152,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,{},572.0,572.0,3.0,https://pypi.org/project/mkdocs-same-dir,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
153,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,{},201.0,201.0,5.0,https://pypi.org/project/mkdocs-codeinclude-plugin,,,A plugin to include code snippets into mkdocs pages.,4,True,3.0,,,,,,,,,,,,,,,,,,,
154,Cluster,cluster,,,,mkdocs-cluster,['theme'],theming,https://gitlab.com/kaliko/mkdocs-cluster,,,,https://pypi.org/project/mkdocs-cluster,319.0,319.0,Another bootstrap theme for MkDocs.,3,True,3.0,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,2016-06-02 15:03:33,2.0,,1.0,6.0,0.0,2016-06-02 15:03:33.000000,,,,,,,
155,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,{},8.0,8.0,9.0,https://pypi.org/project/mkdocs-kpn,490.0,490.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
156,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,{},13.0,13.0,,https://pypi.org/project/mkdocs-github,101.0,101.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
157,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,{},18.0,18.0,,https://pypi.org/project/mkdocs-moonstone,125.0,125.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
158,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,{},8.0,8.0,6.0,https://pypi.org/project/lantana,362.0,362.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
159,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,{},9.0,9.0,,https://pypi.org/project/inari,156.0,156.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
160,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,{},3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,242.0,242.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
161,mkdocs_puml,,plantuml,,MikhailKravets/mkdocs_puml,mkdocs-puml,['plugin'],charts,{},81.0,81.0,10.0,https://pypi.org/project/mkdocs-puml,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
162,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,{},,,4.0,https://pypi.org/project/mkdocs-plotly-plugin,4104.0,4104.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
163,panzoom,,panzoom,,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],charts,{},80.0,80.0,7.0,https://pypi.org/project/mkdocs-panzoom-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
164,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,{},2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,41.0,41.0,,3,True,3.0,,MIT,,,,,,,,,,,,,,,,,
165,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,{},8.0,8.0,3.0,https://pypi.org/project/mkdocs-add-teaser,405.0,405.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
166,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,{},114.0,114.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
167,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,{},7.0,7.0,,,,,,3,True,3.0,,ISC,,,,,,,,,,,,,,,,,
168,mkdocs-coverage,,coverage,,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,{},370.0,370.0,2.0,https://pypi.org/project/mkdocs-coverage,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
169,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,{},,,2.0,https://pypi.org/project/mkdocs-site-urls,19006.0,19006.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
170,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,{},97.0,97.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,,,,3,True,3.0,full_yaml_metadata,,,,,,,,,,,,,,,,,,
171,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,{},10.0,10.0,2.0,https://pypi.org/project/hbfm,340.0,340.0,,3,True,3.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,,,,,,,,,
172,caption,,,,flywire/caption,,['markdown'],markdown,{},72.0,72.0,4.0,,,,,3,True,3.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,,,,,,,,,
173,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-nav-enhancements,5889.0,5889.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
174,mkdocs-gallery,,gallery,,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,{},,,10.0,https://pypi.org/project/mkdocs-gallery,8012.0,8012.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
175,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,{},137.0,137.0,4.0,https://pypi.org/project/mkdocs-nav-weight,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
176,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,{},78.0,78.0,4.0,https://pypi.org/project/mkdocs-pandoc,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
177,mkdocs-exporter,,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,{},51.0,51.0,4.0,https://pypi.org/project/mkdocs-exporter,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
178,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-multirepo,483.0,483.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
179,simple,,simple,,athackst/mkdocs-simple-plugin,mkdocs-simple-plugin,['plugin'],site-management,{},64.0,64.0,8.0,https://pypi.org/project/mkdocs-simple-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
180,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,{},108.0,108.0,,https://pypi.org/project/markdown-version-annotations,,,,3,True,3.0,markdown_version_annotations,,,,,,,,,,,,,,,,,,
181,MkHack3rs,,,,,,['project'],charts,https://eskool.gitlab.io/mkhack3rs/,,,,,,,Hacks & Integrations for Mkdocs / Material Theme.,2,True,3.0,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,2021-05-01 11:44:57,1.0,,,4.0,0.0,2021-05-01 11:44:57.000000,,,,,,,
182,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,{},24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
183,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,{},,,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,243.0,243.0,,2,True,3.0,,,,,,,,,,,,,['mkdocs_theme'],,,,,,
184,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,{},,,2.0,https://pypi.org/project/mkdocs-ivory,2635.0,2635.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
185,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,{},6.0,6.0,5.0,https://pypi.org/project/mkdocs-zettelkasten,84.0,84.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
186,Alabaster,alabaster,,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,{},,,10.0,https://pypi.org/project/mkdocs-alabaster,704.0,704.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
187,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,{},4.0,4.0,,https://pypi.org/project/mkdocs-risonia-theme,102.0,102.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
188,Torillic,torillic,,,TEParsons/torillic,mkdocs-torillic,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-torillic,622.0,622.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
189,Landing,landing,,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,{},8.0,8.0,4.0,https://pypi.org/project/mkdocs-landing,129.0,129.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
190,mkdocs-curriculum-vitae,curriculum-vitae,,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],theming,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,130.0,130.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
191,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,{},,,6.0,https://pypi.org/project/automacdoc,596.0,596.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
192,mkdocstrings-matlab,,,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,api-docs,{},2.0,2.0,5.0,https://pypi.org/project/mkdocstrings-matlab,374.0,374.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
193,ansible-document,,,,,ansible-mkdocs,[],api-docs,https://pypi.org/project/ansible-mkdocs/,,,,https://pypi.org/project/ansible-mkdocs,24.0,24.0,Auto-generate ansible role documentation.,2,True,3.0,,,,,,,,,,,,,,,,,,,
