,name,mkdocs_plugin,github_id,pypi_id,labels,license,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,pypi_url,projectrank,show,projectrank_placing,watchers_count,dependent_project_count,github_dependent_project_count,pypi_monthly_downloads,monthly_downloads,markdown_extension,extra_dependencies,mkdocs_theme,trending,shadowed,gitlab_id,gitlab_url,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
233,automacdoc,,AlexandreKempf/automacdoc,automacdoc,[],,api-docs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/automacdoc,0,True,,,,,,,,,,,,,,,,,,,
234,doxygen,doxygen,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],,api-docs,,{},,,,,,,,,,,,,,3.0,,0,True,,,,,,,,,,,,,,,,,,,
235,mktheapidocs,mktheapidocs,greenape/mktheapidocs,mktheapidocs,['plugin'],,api-docs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mktheapidocs,0,True,,,,,,,,,,,,,,,,,,,
236,mkdocs-yaarg-plugin,yaarg,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-yaarg-plugin,0,True,,,2.0,2.0,,,,,,,,,,,,,,,
237,mkdocstrings-matlab,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,,api-docs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocstrings-matlab,0,True,,,2.0,2.0,,,,,,,,,,,,,,,
238,mkdocstrings-crystal,,mkdocstrings/crystal,mkdocstrings-crystal,,,api-docs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocstrings-crystal,0,True,,,,,,,,,,,,,,,,,,,
239,mkdocs-apidescribed-plugin,apidescribed,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-apidescribed-plugin,0,True,,,,,,,,,,,,,,,,,,,
240,blog,blog,andyoakley/mkdocs-blog,,['plugin'],,blogging,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
241,sequence-js,sequence-js,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],,charts,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
242,docutools,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",axiros/docutools,docutools,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/docutools,0,True,,,,,,,,,,,,,,,,,,,
243,Markdown aafigure,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-aafigure,0,True,,,,,113.0,113.0,markdown_aafigure,,,,,,,,,,,,
244,image-formatter-plugin,image-formatter,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,0,True,,,2.0,2.0,,,,,,,,,,,,,,,
245,Family tree example,,unverbuggt/mkdocs-familytree-example,,[],,charts,,{},,,,,,,,,,,,,,6.0,,0,True,,,,,,,,,,,,,,,,,,,
246,thumbnails,thumbnails,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-thumbnails,0,True,,,,,,,,,,,,,,,,,,,
247,mkdocs-bpmn-js,bpmn-js,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-bpmn-js,0,True,,,1.0,1.0,,,,,,,,,,,,,,,
248,jinja2sandbox,jinja2sandbox,rkoe/mkdocs-jinja2sandbox,,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
249,mkdocs-jupyterlite,jupyterlite,NickCrews/mkdocs-jupyterlite,mkdocs-jupyterlite,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-jupyterlite,0,True,,,,,,,,,,,,,,,,,,,
250,git-latest-release,git-latest-release,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,0,True,,,,,,,,,,,,,,,,,,,
251,Github-Links,,Python-Markdown/github-links,mdx-gh-links,['markdown'],,git-info,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mdx-gh-links,0,True,,,,,,,mdx_gh_links,,,,,,,,,,,,
252,docstyler,docstyler,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],,html-css,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
253,toggle-sidebar,toggle-sidebar,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,0,True,,,,,,,,,,,,,,,,,,,
254,mk-append-to-head,mk-append-to-head,marcelaodev/mk-append-to-head,mk-append-to-head,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mk-append-to-head,0,True,,,,,,,,,,,,,,,,,,,
255,mkdocs-mdpo,mdpo,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],,i18n-l10n,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,0,True,,,,,,,,,,,,,,,,,,,
256,swagger,swagger,allevo/mkdocs-swagger-plugin,,['plugin'],,integrations,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
257,mkdocs-render-swagger-plugin,render_swagger,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],,integrations,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,0,True,,,,,,,,,,,,,,,,,,,
258,factsheet,factsheet,inuits/mkdocs-factsheet,,['plugin'],,integrations,,{},,,,,,,,,,,,,,4.0,,0,True,,,,,,,,,,,,,,,,,,,
259,mkdocs-mcp,mcp,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],,integrations,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-mcp,0,True,,,,,,,,,,,,,,,,,,,
260,Autolink References,autolink_references,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,0,True,,,,,,,,,,,,,,,,,,,
261,ArgRef,argref,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,0,True,,,,,,,,,,,,,,,,,,,
262,webcontext,webcontext,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,0,True,,,6.0,6.0,,,,,,,,,,,,,,,
263,emailprotect,emailprotect,rkoe/mkdocs-emailprotect,,['plugin'],,links-refs,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
264,alternate-link,alternate-link,cmitu/mkdocs-altlink-plugin,,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,,0,True,,,,,,,,,,,,,,,,,,,
265,mkdocs-issues-plugin,mkdocs-issues-plugin,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-issues-plugin,0,True,,,1.0,1.0,,,,,,,,,,,,,,,
266,Wikilink Plus,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],,links-refs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mdx-wikilink-plus,0,True,,,,,,,mdx_wikilink_plus,,,,,,,,,,,,
267,Markdown Inline Graphviz,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],,markdown,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,0,True,,,,,,,markdown_inline_graphviz,,,,,,,,,,,,
268,python-asciimathml,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],,markdown,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/asciimathml,0,True,,,,,,,mdx_asciimathml,,,,,,,,,,,,
269,markdown_sub_sup,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-sub-sup,0,True,,,,,,,markdown_sub_sup,,,,,,,,,,,,
270,Semantic Data Extension,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-semanticdata,0,True,,,,,,,mdx_semanticdata,,,,,,,,,,,,
271,Semantic WikiLinks Extension,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-semanticwikilinks,0,True,,,,,,,mdx_semanticwikilinks,,,,,,,,,,,,
272,Cite Extension,,aleray/mdx_cite,mdx-cite,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-cite,0,True,,,,,,,mdx_cite,,,,,,,,,,,,
273,mkdocs-nav-enhancements,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-nav-enhancements,0,True,,,,,,,,,,,,,,,,,,,
274,section-index,section-index,oprypin/mkdocs-section-index,mkdocs-section-index,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-section-index,0,True,,,,,,,,,,,,,,,,,,,
275,awesome-list,awesome-list,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
276,filename-title,filename_title,mipro98/mkdocs-filename-title-plugin,,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,
277,MkRefs,mkrefs,DerwenAI/mkrefs,mkrefs,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkrefs,0,True,,,5.0,5.0,,,,,,,,,,,,,,,
278,mkdocs-pug,,vzhong/mkdocs_pug,mkdocs-pug,[],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-pug,0,True,,,,,,,,,,,,,,,,,,,
279,mkdocs-gallery,gallery,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-gallery,0,True,,,,,,,,,,,,,,,,,,,
280,include directory to navigation,include_dir_to_nav,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,0,True,,,,,,,,,,,,,,,,,,,
281,MkDocs Remove Sections Plugin,remove_sections,six-two/mkdocs-remove-sections-plugin,mkdocs-remove-sections-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-remove-sections-plugin,0,True,,,,,,,,,,,,,,,,,,,
282,mkdocs-navsorted-plugin,navsorted,idlesign/mkdocs-navsorted-plugin,mkdocs-navsorted-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,mkdocs plugin to get nav sorted without yml directives.,,https://pypi.org/project/mkdocs-navsorted-plugin,0,True,,,,,,,,,,,,,,,,,,,
283,Link Checker,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],,quality,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-linkcheck,0,True,,,,,,,,,,,,,,,,,,,
284,mktestdocs,,koaning/mktestdocs,mktestdocs,[],,quality,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mktestdocs,0,True,,,,,,,,,,,,,,,,,,,
285,mkdocs-task-collector,task-collector,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],,search-toc,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-task-collector,0,True,,,5.0,5.0,,,,,,,,,,,,,,,
286,exclude-search,exclude-search,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],,search-toc,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-exclude-search,0,True,,,,,,,,,,,,,,,,,,,
287,tags,tags,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],,search-toc,,{},,,,,,,,,,,,,Processes tags in yaml metadata.,3.0,https://pypi.org/project/mkdocs-plugin-tags,0,True,,,,,,,,,,,,,,,,,,,
288,print-site,print-site,timvink/mkdocs-print-site-plugin,mkdocs-print-site-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,17.0,https://pypi.org/project/mkdocs-print-site-plugin,0,True,,,,,,,,,,,,,,,,,,,
289,helm,helm-repo,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-helm,0,True,,,,,,,,,,,,,,,,,,,
290,mkdocs-autozip,autozip,martinohanlon/mkdocs_autozip,mkdocs-autozip,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-autozip,0,True,,,,,,,,,,,,,,,,,,,
291,octadocs-adr,octadocs_adr,octadocs/octadocs-adr,octadocs-adr,['plugin'],,site-management,,{},,,,,,,,,,,,,,,https://pypi.org/project/octadocs-adr,0,True,,,,,,,,,,,,,,,,,,,
292,mkdocs-exclude-tagged-files,mkdocs_exclude_tagged_files,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,0,True,,,4.0,4.0,,,,,,,,,,,,,,,
293,mkdocs-required-frontmatter-plugin,required-frontmatter,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,0,True,,,2.0,2.0,,,,,,,,,,,,,,,
294,mkdocs-rtl,,mberneti/mkdocs-rtl,,[],,theming,,{},,,,,,,,,,,,,,2.0,,-1,True,3.0,,,,,,,,,,,,,,,,,,
295,python-mkblog,mkblog,derJD/python-mkblog,mkblog,['plugin'],,blogging,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkblog,-1,True,3.0,,,,,,,,,,,,,,,,,,
296,badges,badges,six-two/mkdocs-badges,mkdocs-badges,['plugin'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-badges,-1,True,3.0,,,,,,,,,,,,,,,,,,
297,mkdocs-matplotlib,mkdocs_matplotlib,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-matplotlib,-1,True,3.0,,,,,,,,,,,,,,,,,,
298,Github Releaase Changelog,mkdocs_github_changelog,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],,git-info,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-github-changelog,-1,True,3.0,,,,,,,,,,,,,,,,,,
299,MkDocs Dependency License Information,mkdocs_licenseinfo,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],,integrations,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-licenseinfo,-1,True,3.0,,,,,,,,,,,,,,,,,,
300,markdown-del-ins,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-del-ins,-1,True,3.0,,,,,,markdown_del_ins,,,,,,,,,,,,
301,Markdown Checklist,,FND/markdown-checklist,markdown-checklist,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-checklist,-1,True,3.0,,,,,,markdown_checklist.extension,,,,,,,,,,,,
302,mkdocs-zip-folders,zip_folders,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-zip-folders,-1,True,3.0,,,,,,,,,,,,,,,,,,
303,multiple,multiple,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-multiple,-1,True,3.0,,,,,,,,,,,,,,,,,,
304,mkdocs-new-features-notifier,mkdocs-new-features-notifier,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,-1,True,3.0,,,,,,,,,,,,,,,,,,
